X,Y,Z,wX,wY,wZ,AlignmentRate,L,R
 -2.726892,  -7.315021,  -7.455124,   0.089412,   0.555890,   0.826433,   0.907613,   3.000000,   0.500000
  2.952807, -14.836017,  -4.221870,   0.179792,   0.519425,  -0.835388,   0.946843,   3.000000,   0.500000
 12.937577,  -0.428965,  -3.791062,   0.007821,  -0.000005,   0.999969,   0.941042,   3.000000,   0.500000
  5.898693,   4.859624,  -1.414880,   0.674688,  -0.372151,  -0.637416,   0.896772,   3.000000,   0.500000
  4.705827,  -7.554044,  -9.123800,   0.065653,   0.483453,  -0.872905,   0.954606,   3.000000,   0.500000
 14.670027,   6.148501,  -8.219429,  -0.455880,   0.133112,  -0.880031,   0.979820,   3.000000,   0.500000
 -3.111346,  -1.849420,  -7.206707,  -0.814166,  -0.455550,   0.360011,   0.986164,   3.000000,   0.500000
  7.507357,   6.241640, -12.044845,  -0.060531,   0.276828,  -0.959011,   0.976601,   3.000000,   0.500000
-12.046491,   9.122210,  -3.741590,   0.308177,  -0.146195,   0.940029,   0.967436,   3.000000,   0.500000
 -4.226386,  13.358637,  -1.610093,   0.354490,   0.430561,  -0.830032,   0.959615,   3.000000,   0.500000
 -4.900777,   6.523044,  -1.512593,  -0.801893,  -0.588169,   0.104998,   0.967548,   3.000000,   0.500000
 -5.134827,   0.016784,  -5.387206,   0.820537,   0.374385,  -0.431921,   0.989239,   3.000000,   0.500000
 -5.712755,  -6.166213,   8.201715,   0.193512,   0.895092,  -0.401700,   0.872430,   3.000000,   0.500000
-12.332921,   7.150114,  -0.334482,   0.290037,  -0.196913,   0.936538,   0.927911,   3.000000,   0.500000
  6.139244,  12.979458,  -8.100810,   0.348961,   0.420004,  -0.837748,   0.989606,   3.000000,   0.500000
 13.910545,   6.076064,  -6.103962,   0.302902,  -0.106168,   0.947090,   0.980015,   3.000000,   0.500000
 -8.894869,   2.071373,  14.662778,   0.392037,  -0.916577,  -0.078702,   0.981034,   3.000000,   0.500000
 -7.169025, -12.307949,  -6.478561,  -0.339207,   0.106060,  -0.934714,   0.986030,   3.000000,   0.500000
-13.966243,   0.716135,  11.125570,   0.044136,   0.368745,  -0.928482,   0.991472,   3.000000,   0.500000
  4.079902, -14.991410, -13.819673,   0.367839,   0.339058,  -0.865872,   0.987026,   3.000000,   0.500000
 -1.902441,  -6.626484,  -1.560427,  -0.114345,   0.379037,   0.918290,   0.973708,   3.000000,   0.500000
  3.905013,   4.444000, -12.490379,  -0.378572,  -0.393634,   0.837697,   0.975944,   3.000000,   0.500000
-12.111774,   9.230522,  14.315399,  -0.308003,   0.939710,  -0.148591,   0.905675,   3.000000,   0.500000
  1.212289,   1.491231,   2.262319,   0.834703,   0.208151,  -0.509847,   0.833441,   3.000000,   0.500000
  0.401736,  11.356096,   8.074388,  -0.046264,   0.293510,   0.954836,   0.865282,   3.000000,   0.500000
 -4.741079,  -0.696998,  -5.942129,   0.829976,   0.385059,  -0.403569,   0.988989,   3.000000,   0.500000
 -0.989368, -14.198911,  -8.887783,  -0.411939,  -0.490769,   0.767758,   0.993134,   3.000000,   0.500000
-12.970781,  12.518818,   4.344639,   0.339926,  -0.384746,   0.858150,   0.982221,   3.000000,   0.500000
  4.967958,  -8.603851,  14.729636,  -0.493679,  -0.591266,   0.637718,   0.979001,   3.000000,   0.500000
 -3.729499,   4.764302,  11.041134,   0.560478,  -0.805858,  -0.190936,   0.922141,   3.000000,   0.500000
 14.838088,  13.271632,  -0.674776,   0.295064,  -0.225300,   0.928535,   0.991016,   3.000000,   0.500000
  3.477931,  -4.103771,   4.043958,  -0.677317,   0.217533,   0.702795,   0.925202,   3.000000,   0.500000
 12.017796, -13.496752,  -1.299684,   0.237867,  -0.354451,   0.904314,   0.981832,   3.000000,   0.500000
  9.152790,   0.300505,   9.300723,   0.164872,   0.528438,  -0.832809,   0.972803,   3.000000,   0.500000
 -8.157815,  -5.193356,   7.609373,   0.312431,   0.785992,  -0.533482,   0.964075,   3.000000,   0.500000
 -3.936935,   8.844028,   2.380630,   0.786538,   0.615676,   0.047968,   0.771021,   3.000000,   0.500000
 -2.503099,  -4.081272,   1.234313,   0.023595,   0.511063,   0.859220,   0.889641,   3.000000,   0.500000
-14.319650,   3.408475,   6.929067,  -0.052896,  -0.311872,   0.948651,   0.989616,   3.000000,   0.500000
 14.678746,  -4.005331,  -1.212201,   0.987621,  -0.132400,  -0.084109,   0.870140,   3.000000,   0.500000
  7.919884,  -0.053693,   7.607446,   0.098469,   0.681762,  -0.724917,   0.949279,   3.000000,   0.500000
 12.056340,  -6.612227,   7.960324,   0.245438,   0.354630,  -0.902218,   0.978629,   3.000000,   0.500000
-14.699445,   3.465091,  -7.284689,  -0.527251,  -0.073215,  -0.846549,   0.969576,   3.000000,   0.500000
 -2.519049,   0.974048,   8.302203,   0.173711,  -0.938260,  -0.299154,   0.859544,   3.000000,   0.500000
-14.116744,  -7.466440,  -9.413117,  -0.193730,   0.363301,  -0.911307,   0.984744,   3.000000,   0.500000
 -3.546844,   1.895251,  -7.103842,   0.712794,   0.428051,  -0.555605,   0.990005,   3.000000,   0.500000
 -7.544999,  -2.046372,  -3.712758,   0.810575,   0.411932,  -0.416269,   0.982639,   3.000000,   0.500000
 11.943306,   0.627190, -10.525635,   0.072438,  -0.119181,   0.990227,   0.984718,   3.000000,   0.500000
  7.878121,  -8.344449,  14.307402,  -0.373888,  -0.475791,   0.796135,   0.974026,   3.000000,   0.500000
 -4.618957,   6.073520,  -4.599547,  -0.834014,  -0.418067,   0.360057,   0.950794,   3.000000,   0.500000
  6.082505,  -1.421718,  -0.604547,   0.604432,  -0.350593,  -0.715364,   0.990214,   3.000000,   0.500000
  3.216006,  -2.138165, -14.847508,  -0.338933,  -0.704274,   0.623796,   0.985055,   3.000000,   0.500000
 -0.290023,   6.537450,  12.975777,  -0.829026,   0.357371,   0.430118,   0.740805,   3.000000,   0.500000
  7.020174,  14.492400, -11.640510,   0.214350,   0.346995,  -0.913043,   0.992024,   3.000000,   0.500000
  3.481948,   8.385003, -12.500922,  -0.218530,  -0.249880,   0.943295,   0.993395,   3.000000,   0.500000
  6.978132,  13.470630,  -1.611158,   0.169278,  -0.761076,   0.626185,   0.985594,   3.000000,   0.500000
 -2.955247,   2.233276,   4.528592,   0.658877,   0.666784,  -0.348252,   0.934923,   3.000000,   0.500000
 -0.707667,  10.807660,  -1.963051,   0.680605,   0.556242,  -0.476836,   0.968057,   3.000000,   0.500000
 12.711774,   1.212550,  13.558227,  -0.019009,   0.152656,  -0.988096,   0.992588,   3.000000,   0.500000
  4.573693, -14.038394,  -9.096679,  -0.385509,  -0.443272,   0.809254,   0.980327,   3.000000,   0.500000
 -4.740065,  -3.564402,   4.138716,  -0.560774,  -0.721864,  -0.405519,   0.679113,   3.000000,   0.500000
  4.249443,   4.797785,   6.077078,   0.152308,  -0.179550,  -0.971887,   0.916349,   3.000000,   0.500000
-11.872722,   7.978897,  -1.565190,  -0.327339,   0.145126,  -0.933696,   0.934349,   3.000000,   0.500000
-10.829246,   5.738262,   4.607964,   0.093158,  -0.300741,   0.949145,   0.967643,   3.000000,   0.500000
 -7.247895,   0.805498,  -3.474592,  -0.718699,  -0.373270,   0.586635,   0.946838,   3.000000,   0.500000
  1.278929,  -9.060779,  -5.429413,  -0.131554,  -0.147001,   0.980349,   0.932468,   3.000000,   0.500000
 -9.630291,  10.667599,  11.042544,   0.534615,  -0.795945,   0.284005,   0.911755,   3.000000,   0.500000
 -1.614349,  -4.505704,  -4.242309,   0.544941,  -0.085317,  -0.834123,   0.870224,   3.000000,   0.500000
-11.705725,  14.950787,   6.898425,  -0.414041,   0.419492,  -0.807834,   0.983924,   3.000000,   0.500000
 -1.341177,  12.851067,  -3.231354,   0.512291,   0.498131,  -0.699587,   0.988702,   3.000000,   0.500000
-10.130707,   3.033858,  -6.519375,  -0.586884,  -0.053611,  -0.807894,   0.855120,   3.000000,   0.500000
 12.336133, -10.963561,   9.212491,  -0.038061,  -0.206557,   0.977694,   0.990974,   3.000000,   0.500000
 13.021889, -13.157925,   7.898742,   0.062932,  -0.256005,   0.964625,   0.985814,   3.000000,   0.500000
 -9.342647,  -5.306857,  -7.257127,   0.629494,   0.102613,  -0.770200,   0.812479,   3.000000,   0.500000
 -7.671206,  12.202660,  12.062395,   0.520797,  -0.599800,   0.607462,   0.903888,   3.000000,   0.500000
 -2.528385,   6.303482,  -9.236514,  -0.527185,  -0.352849,   0.773029,   0.973376,   3.000000,   0.500000
  4.264259,  13.977603, -13.435859,   0.350688,   0.326616,  -0.877690,   0.990668,   3.000000,   0.500000
 -1.709504,   0.090509,  -8.925514,   0.722498,   0.522115,  -0.453203,   0.991121,   3.000000,   0.500000
-14.451371,   5.112061,   4.399843,  -0.135433,  -0.345458,   0.928610,   0.991463,   3.000000,   0.500000
 -4.036141,   7.042799,  -4.003218,  -0.797939,  -0.506158,   0.327256,   0.964727,   3.000000,   0.500000
 10.178559,  -8.373341,  11.483605,  -0.361555,  -0.371758,   0.855028,   0.974129,   3.000000,   0.500000
  1.227091,  -7.892066,  -4.485699,  -0.207771,   0.064739,   0.976033,   0.960056,   3.000000,   0.500000
  4.343797,   9.281985,  -8.947841,  -0.208867,  -0.185144,   0.960258,   0.993544,   3.000000,   0.500000
-10.018736,   1.115975,  -5.916819,  -0.033242,  -0.082979,   0.995997,   0.710993,   3.000000,   0.500000
  9.797007,  -4.194964,  -8.205426,  -0.439369,   0.348054,   0.828139,   0.978110,   3.000000,   0.500000
  8.514265,  -6.355419,  -3.516840,  -0.675000,   0.303811,   0.672365,   0.816066,   3.000000,   0.500000
  6.937499,   8.995458,   8.423210,  -0.647482,   0.737144,  -0.193354,   0.732285,   3.000000,   0.500000
-13.190854,  -4.538174, -11.919527,   0.136783,   0.335644,  -0.932005,   0.969130,   3.000000,   0.500000
  5.071706,   0.914344,  -2.382466,  -0.502405,   0.178427,   0.846022,   0.984296,   3.000000,   0.500000
 -8.410101,   4.559965,  12.284366,   0.403467,  -0.912607,  -0.066051,   0.987637,   3.000000,   0.500000
 14.053890, -13.669046,  -4.432452,  -0.158116,   0.157349,  -0.974803,   0.991515,   3.000000,   0.500000
 -1.705989,  14.057228,  -1.584986,   0.428688,   0.500604,  -0.752079,   0.967356,   3.000000,   0.500000
  3.406908,   9.981437,  11.548992,   0.122723,   0.176212,  -0.976672,   0.922197,   3.000000,   0.500000
-10.778640, -13.290158,   5.596687,   0.437708,  -0.228638,   0.869561,   0.990337,   3.000000,   0.500000
 -6.354900,   6.563689,  -1.067971,   0.849609,   0.526627,   0.028775,   0.946135,   3.000000,   0.500000
  3.154483,   4.325263,  -1.808217,   0.600268,  -0.045664,  -0.798495,   0.962248,   3.000000,   0.500000
-12.277889,  14.566972,   8.180566,   0.325728,  -0.491784,   0.807496,   0.977775,   3.000000,   0.500000
 -7.198533,  -5.341697,   1.363294,  -0.866219,  -0.255741,  -0.429256,   0.877812,   3.000000,   0.500000
 14.865529,   8.959609, -13.880820,   0.283576,  -0.389868,   0.876121,   0.910650,   3.000000,   0.500000
 13.823968,  12.459962, -11.925474,   0.030453,   0.170520,  -0.984884,   0.985274,   3.000000,   0.500000
 -6.610403,  -4.800614,  12.642268,   0.486714,  -0.791688,  -0.369241,   0.779684,   3.000000,   0.500000
